QW_SEQ,SITE_ID,SITE_NAME,SAMPLE_DATE,LATITUDE,LONGITUDE,R_TOT_ORG_CARBON,TOT_ORG_CARBON_MGL,UPD_TOT_ORG_CARBON,R_DISS_ORG_CARBON,DISS_ORG_CARBON_MGL,R_SULFATE_MGL,SULFATE_MGL,R_PH,PH,R_TOT_UNFILTERED_MEHG,TOT_UNFILTERED_MEHG_NGL,UPD_TOT_UNFILTERED_MEHG,SUBS_R_TOT_UNFILTERED_MEHG,SUBS_TOT_UNFILTERED_MEHG,R_DISS_MEHG,DISS_MEHG_NGL,UPD_DISS_MEHG,SUBS_R_DISS_MEHG,SUBS_DISS_MEHG,R_PARTICULATE_MEHG,PARTICULATE_MEHG_NGL,SUBS_R_PARTICULATE_MEHG,SUBS_PARTICULATE_MEHG,R_TOT_UNFILTERED_HG,TOT_UNFILTERED_HG_NGL,UPD_TOT_UNFILTERED_HG,R_PARTICULATE_HG,PARTICULATE_HG_NGL,R_DISS_HG,DISS_HG_NGL,UPD_DISS_HG,SUBS_R_DISS_HG,SUBS_DISS_HG,SOURCE_TABLE
3166,384156087310701,,2/28/2006,38.6814358,-87.5352993,,,,,,,,,8.5,,0.09,,,0.09,<,0.04,,<,0.04,,,,,,5.64,,,,,1.24,,,1.24,INDIANAHGSTREAMS2004_2006
3167,384156087310701,,10/7/2004,38.6814358,-87.5352993,,,,,,,,,8.5,,0.22,,,0.22,<,0.04,,<,0.04,,,,,,1.95,,,,,0.16,,,0.16,INDIANAHGSTREAMS2004_2006
3168,03331753,,12/13/2005,41.0497632,-86.5991758,,,,,,,,,,<,0.04,0.015536074,<,0.02,<,0.04,0.006789418,<,0.02,,,,,,0.66,,,,,0.23,,,0.23,INDIANAHGSTREAMS2004_2006
3169,484033102261900,LOSTWOOD REFUGE SEASONAL WETLAND (SS4WLD04),4/28/2004,48.6758333,-102.4386111,,24,,,25.3,,83.7,,7.1,,0.13,,,0.13,,0.09,,,0.09,,0.04,,0.04,E,4.47,,<,0.1,,4.47,,,4.47,LNWR_FINAL_DATA
3170,484033102261900,LOSTWOOD REFUGE SEASONAL WETLAND (SS4WLD04),4/28/2004,48.6758333,-102.4386111,,24.4,,,25.7,,82,,7.1,E,0.1,,E,0.1,,0.1,,,0.1,<,0.03,<,0.03,E,4.3,,<,0.1,,4.3,,,4.3,LNWR_FINAL_DATA
3171,484033102254900,LOSTWOOD REFUGE SEMIPERMANENT WETLAND (SM4WLD04),4/28/2004,48.6758333,-102.4302778,,28.8,,,28.8,,830,,8.7,,0.22,,,0.22,,0.19,,,0.19,,0.03,,0.03,E,1.58,,<,0.1,,1.58,,,1.58,LNWR_FINAL_DATA
3172,484033102241500,LOSTWOOD REFUGE SEMIPERMANENT WETLAND (SM1THL04),4/28/2004,48.6758333,-102.4041667,,21.9,,,22.3,,852,,8.6,E,0.26,,E,0.26,,0.26,,,0.26,<,0.03,<,0.03,E,0.87,,<,0.1,,0.87,,,0.87,LNWR_FINAL_DATA
3173,484031102240000,LOSTWOOD REFUGE SEASONAL WETLAND (SS1THL03),4/21/2003,48.6752778,-102.4,,23.2,,,23.2,,4.9,,7.7,,0.65,,,0.65,,0.58,,,0.58,,0.07,,0.07,,6.68,,,0.515,,6.16,,,6.16,LNWR_FINAL_DATA
3174,484029102265500,LOSTWOOD REFUGE SEMIPERMANENT WETLAND (SM3WLD04),4/28/2004,48.6747222,-102.4486111,,26.2,,,26.8,,4.8,,7.6,,1.25,,,1.25,,1.22,,,1.22,,0.03,,0.03,E,5.3,,E,0.14,,5.16,,,5.16,LNWR_FINAL_DATA
3175,484025102281800,LOSTWOOD REFUGE SEASONAL WETLAND (SS1WLD03),4/22/2003,48.6736111,-102.4716667,,22.5,,,21.9,,316,,7.7,,0.85,,,0.85,,0.75,,,0.75,,0.1,,0.1,,5.4,,,0.68,,4.72,,,4.72,LNWR_FINAL_DATA
3176,484024102270600,LOSTWOOD REFUGE TEMPORARY WETLAND (TP2WLD04),4/28/2004,48.6733333,-102.4516667,,28.4,,,27.7,<,0.3,,7.9,E,0.28,,E,0.28,,0.28,,,0.28,<,0.03,<,0.03,E,6.48,,E,0.24,,6.24,,,6.24,LNWR_FINAL_DATA
3177,484020102270700,LOSTWOOD REFUGE SEMIPERMANENT WETLAND (SM2WLD04),4/28/2004,48.6722222,-102.4519444,,64.8,,,63.8,,214,,9.6,,0.45,,,0.45,,0.15,,,0.15,,0.3,,0.3,,8.67,,,5.85,,2.82,,,2.82,LNWR_FINAL_DATA
3178,484007102291300,LOSTWOOD REFUGE TEMPORARY WETLAND (TP1WLD03),4/22/2003,48.6686111,-102.4869444,,23.6,,,23.5,,2,,7.3,,0.48,,,0.48,,0.43,,,0.43,,0.05,,0.05,,4.83,,,0.283,,4.55,,,4.55,LNWR_FINAL_DATA
3179,483958102283400,LOSTWOOD REFUGE SEMIPERMANENT WETLAND (SM1WLD03),4/22/2003,48.6661111,-102.4761111,,24.4,,,24.1,,189,,8.2,,0.58,,,0.58,,0.52,,,0.52,,0.06,,0.06,,1.88,,,0.502,,1.38,,,1.38,LNWR_FINAL_DATA
3180,484002102235000,LOSTWOOD REFUGE TEMPORARY WETLAND (TP1THL03),4/22/2003,48.6672222,-102.3972222,,29,,,28.5,,4.1,,6.9,,0.58,,,0.58,,0.54,,,0.54,,0.04,,0.04,,8.88,,,0.44,,8.44,,,8.44,LNWR_FINAL_DATA
3181,483859102240400,LOSTWOOD REFUGE LAKE WETLAND (LK1THL03),4/28/2004,48.6497222,-102.4011111,,72.7,,,72.8,,9060,,9.1,,0.17,,,0.17,,0.07,,,0.07,,0.1,,0.1,,2.59,,,1.99,,0.6,,,0.6,LNWR_FINAL_DATA
3182,483859102240400,LOSTWOOD REFUGE LAKE WETLAND (LK1THL03),4/22/2003,48.6497222,-102.4011111,,30.6,,,24.3,,2630,,8.8,,0.25,,,0.25,,0.14,,,0.14,,0.11,,0.11,,1.25,,,0.546,,0.7,,,0.7,LNWR_FINAL_DATA
3183,483915102252200,LOSTWOOD REFUGE SEASONAL WETLAND (SS1TLS04),4/28/2004,48.6541667,-102.4227778,,25.1,,,25.1,,283,,8.3,,1.68,,,1.68,,1.62,,,1.62,,0.06,,0.06,E,4.74,,E,0.35,,4.39,,,4.39,LNWR_FINAL_DATA
3184,483901102250600,LOSTWOOD REFUGE SEASONAL WETLAND (SS1TWS04),4/26/2004,48.6502778,-102.4183333,,30.7,,,31.2,,358,,9.6,E,0.27,,E,0.27,<,0.04,,<,0.04,,0.27,,0.27,,5.85,,,2.01,,3.84,,,3.84,LNWR_FINAL_DATA
3185,483808102290100,LOSTWOOD REFUGE SEASONAL WETLAND (SS2WLD04),4/27/2004,48.6355556,-102.4836111,,32,,,32,,7.1,,7.2,E,0.11,,E,0.11,<,0.04,,<,0.04,,0.11,,0.11,E,7.23,,E,0.54,,6.69,,,6.69,LNWR_FINAL_DATA
3186,483804102271500,LOSTWOOD REFUGE SEASONAL WETLAND (SS3WLD04),4/27/2004,48.6344444,-102.4541667,,24.7,,,25.2,,137,,7.4,,1.33,,,1.33,,1.19,,,1.19,,0.14,,0.14,E,4.74,,E,0.26,,4.48,,,4.48,LNWR_FINAL_DATA
3187,483804102271500,LOSTWOOD REFUGE SEASONAL WETLAND (SS3WLD04),4/27/2004,48.6344444,-102.4541667,,25.1,,,25.5,,141,,7.4,,1.6,,,1.6,,1.57,,,1.57,,0.03,,0.03,E,4.75,,E,0.37,,4.38,,,4.38,LNWR_FINAL_DATA
3188,483757102245200,LOSTWOOD REFUGE SEASONAL WETLAND (SS1ASP04),4/27/2004,48.6325,-102.4144444,,38.4,,,37.9,,601,,9.7,,0.1,,,0.1,,0.06,,,0.06,,0.04,,0.04,E,3.87,,E,1.17,,2.7,,,2.7,LNWR_FINAL_DATA
3189,483754102273800,LOSTWOOD REFUGE SEASONAL WETLAND (SS3WDM03),4/24/2003,48.6316667,-102.4605556,,42.4,,,41.4,,68.8,,6.8,,5.8,,,5.8,,5.76,,,5.76,,0.07,,0.07,,10.6,,,0.72,,9.47,,,9.47,LNWR_FINAL_DATA
3190,483743102273000,LOSTWOOD REFUGE SEMIPERMANENT WETLAND (SM2CNC04),4/27/2004,48.6286111,-102.4583333,,27.5,,,27.4,,1130,,8.4,,0.24,,,0.24,,0.17,,,0.17,,0.07,,0.07,E,2.6,,E,0.89,,1.71,,,1.71,LNWR_FINAL_DATA
3191,483738102285800,LOSTWOOD REFUGE SEASONAL WETLAND (SS2WDM03),4/24/2003,48.6272222,-102.4827778,,41.6,,,45.1,,31.1,,7.2,E,6.13,,E,6.13,E,5.91,,E,5.91,,0.22,,0.22,,11.6,,,0.38,,11.2,,,11.2,LNWR_FINAL_DATA
3192,483718102274200,LOSTWOOD REFUGE TEMPORARY WETLAND (TP2CNC04),4/26/2004,48.6216667,-102.4616667,,25.5,,,26.6,,0.5,,7.4,,0.37,,,0.37,,0.29,,,0.29,,0.08,,0.08,E,8.35,,E,0.75,,7.6,,,7.6,LNWR_FINAL_DATA
3193,483640102282600,LOSTWOOD REFUGE SEMIPERMANENT WETLAND (SM1WDM03),4/24/2003,48.6111111,-102.4738889,,31.6,,,31.1,,202,,7.9,,1.21,,,1.21,,1.07,,,1.07,,0.14,,0.14,,3.6,,,1.68,,1.92,,,1.92,LNWR_FINAL_DATA
3194,483640102282600,LOSTWOOD REFUGE SEMIPERMANENT WETLAND (SM1WDM03),4/24/2003,48.6111111,-102.4738889,,32.1,,,31.4,,204,,7.9,,1.24,,,1.24,,0.86,,,0.86,,0.38,,0.38,E,6.99,,E,4.61,,2.38,,,2.38,LNWR_FINAL_DATA
3195,483641102264400,LOSTWOOD REFUGE TEMPORARY WETLAND (TP1CNC03),4/23/2003,48.6113889,-102.4455556,,30.7,,,30.3,,2220,,7.6,,0.31,,,0.31,,0.25,,,0.25,,0.06,,0.06,,2.12,,,0.45,,1.67,,,1.67,LNWR_FINAL_DATA
3196,483635102261600,LOSTWOOD REFUGE SEASONAL WETLAND (SS3CNC04),4/27/2004,48.6097222,-102.4377778,,25.1,,,25.8,,26.5,,7.7,E,1.19,,E,1.19,,1.19,,,1.19,<,0.03,<,0.03,E,5.98,,<,0.1,,5.98,,,5.98,LNWR_FINAL_DATA
3197,04177810,,12/6/2005,41.4650507,-84.8141255,,,,,,,,,7,,0.06,,,0.06,<,0.04,,<,0.04,,,,,,0.76,,,,,0.51,,,0.51,INDIANAHGSTREAMS2004_2006
3198,392911086550701,,12/2/2005,39.4863498,-86.9189002,,,,,,,,,7.1,<,0.04,,<,0.04,<,0.04,,<,0.04,,,,,,1.39,,,,,0.74,,,0.74,INDIANAHGSTREAMS2004_2006
3199,03376300,,10/28/2004,38.3803275,-87.2166753,,,,,,,,,7.2,,0.06,,,0.06,,0.06,,,0.06,,,,,,16,,,,,4.3,,,4.3,INDIANAHGSTREAMS2004_2006
3200,03376300,,9/8/2005,38.3803275,-87.2166753,,,,,,,,,7.2,,0.07,,,0.07,,0.06,,,0.06,,,,,,2.79,,,,,0.95,,,0.95,INDIANAHGSTREAMS2004_2006
3201,03342500,,10/29/2004,38.9742103,-87.4258528,,,,,,,,,7.2,,0.17,,,0.17,,0.13,,,0.13,,,,,,3.81,,,,,1.73,,,1.73,INDIANAHGSTREAMS2004_2006
3202,03376300,,5/10/2006,38.3803275,-87.2166753,,,,,,,,,7.2,,0.32,,,0.32,,0.14,,,0.14,,,,,,8.74,,,,,0.78,,,0.78,INDIANAHGSTREAMS2004_2006
3203,04093000,,12/8/2005,41.5361481,-87.2569799,,,,,,,,,7.3,,0.05,,,0.05,<,0.04,0.032506697,,0.032506697,,,,,,1.88,,,,,0.85,,,0.85,INDIANAHGSTREAMS2004_2006
3204,03376300,,9/1/2004,38.3803275,-87.2166753,,,,,,,,,7.3,,0.05,,,0.05,<,0.04,0.034694737,,0.034694737,,,,,,3.97,,,,,1.22,,,1.22,INDIANAHGSTREAMS2004_2006
3205,392911086550701,,5/8/2006,39.4863498,-86.9189002,,,,,,,,,7.3,,0.06,,,0.06,<,0.04,,<,0.04,,,,,,1.94,,,,,0.94,,,0.94,INDIANAHGSTREAMS2004_2006
3206,03376300,,3/1/2006,38.3803275,-87.2166753,,,,,,,,,7.3,,0.07,,,0.07,<,0.04,0.026181858,,0.026181858,,,,,,1.78,,,,,0.52,,,0.52,INDIANAHGSTREAMS2004_2006
3207,03342500,,11/29/2005,38.9742103,-87.4258528,,,,,,,,,7.4,,0.12,,,0.12,,0.05,,,0.05,,,,,,6.24,,,,,2.19,,,2.19,INDIANAHGSTREAMS2004_2006
3208,03351500,,3/10/2006,39.9547618,-85.8674803,,,,,,,,,7.4,,0.29,,,0.29,,0.05,,,0.05,,,,,,21.2,,,,,4.17,,,4.17,INDIANAHGSTREAMS2004_2006
3209,04183000,,3/8/2005,41.0850487,-85.0221904,,,,,,,,,7.4,,0.07,,,0.07,,0.06,,,0.06,,,,,,9.64,,,,,3.81,,,3.81,INDIANAHGSTREAMS2004_2006
3210,04183000,,8/30/2005,41.0850487,-85.0221904,,,,,,,,,7.4,,0.43,,,0.43,,0.07,,,0.07,,,,,,9.28,,,,,0.5,,,0.5,INDIANAHGSTREAMS2004_2006
3211,392911086550701,,9/2/2005,39.4863498,-86.9189002,,,,,,,,,7.4,,0.57,,,0.57,,0.42,,,0.42,,,,,,2.32,,,,,2.17,,,2.17,INDIANAHGSTREAMS2004_2006
3212,404330085590901,,12/5/2005,40.7251809,-85.9857956,,,,,,,,,7.4,,0.05,,,0.05,<,0.04,,<,0.04,,,,,,3.25,,,,,2.16,,,2.16,INDIANAHGSTREAMS2004_2006
3213,03376300,,3/2/2005,38.3803275,-87.2166753,,,,,,,,,7.4,,0.08,,,0.08,<,0.04,0.011256343,<,0.02,,,,,,2.63,,,,,0.63,,,0.63,INDIANAHGSTREAMS2004_2006
3214,04101000,,12/7/2005,41.6917158,-85.9750004,,,,,,,,,7.4,<,0.04,0.018040128,<,0.02,<,0.04,0.015958805,<,0.02,,,,,,0.39,,,,,0.25,,,0.25,INDIANAHGSTREAMS2004_2006
3215,03302800,,3/3/2005,38.4339497,-86.1916446,,,,,,,,,7.4,<,0.04,-0.013682398,<,0.02,<,0.04,0.013084744,<,0.02,,,,,,0.83,,,,,0.43,,,0.43,INDIANAHGSTREAMS2004_2006
3216,392911086550701,,3/4/2005,39.4863498,-86.9189002,,,,,,,,,7.4,<,0.04,,<,0.04,<,0.04,,<,0.04,,,,,,3.26,,,,,2.45,,,2.45,INDIANAHGSTREAMS2004_2006
3217,03302800,,9/9/2005,38.4339497,-86.1916446,,,,,,,,,7.5,,0.08,,,0.08,,0.05,,,0.05,,,,,,1.98,,,,,0.64,,,0.64,INDIANAHGSTREAMS2004_2006
3218,392911086550701,,8/31/2004,39.4863498,-86.9189002,,,,,,,,,7.5,,0.32,,,0.32,,0.06,,,0.06,,,,,,1.36,,,,,0.37,,,0.37,INDIANAHGSTREAMS2004_2006
3219,03331753,,9/2/2004,41.0497632,-86.5991758,,,,,,,,,7.5,,0.16,,,0.16,,0.08,,,0.08,,,,,,3.81,,,,,1.35,,,1.35,INDIANAHGSTREAMS2004_2006
3220,03342500,,8/31/2004,38.9742103,-87.4258528,,,,,,,,,7.5,,0.18,,,0.18,,0.08,,,0.08,,,,,,4.02,,,,,0.56,,,0.56,INDIANAHGSTREAMS2004_2006
3221,04093000,,8/31/2006,41.5361481,-87.2569799,,,,,,,,,7.5,,0.15,,,0.15,,0.11,,,0.11,,,,,,3.02,,,,,1.52,,,1.52,INDIANAHGSTREAMS2004_2006
3222,405112085292301,,12/5/2005,40.8534344,-85.48967,,,,,,,,,7.5,,0.05,,,0.05,<,0.04,,<,0.04,,,,,,7.14,,,,,3.79,,,3.79,INDIANAHGSTREAMS2004_2006
3223,404330085590901,,8/28/2006,40.7251809,-85.9857956,,,,,,,,,7.5,,0.09,,,0.09,<,0.04,,<,0.04,,,,,,1.38,,,,,0.69,,,0.69,INDIANAHGSTREAMS2004_2006
3224,03342500,,9/7/2005,38.9742103,-87.4258528,,,,,,,,,7.5,,0.12,,,0.12,<,0.04,0.0228788,,0.0228788,,,,,,3.42,,,,,0.1,,,0.1,INDIANAHGSTREAMS2004_2006
3225,03328500,,12/13/2005,40.7819846,-86.2638857,,,,,,,,,7.5,<,0.04,0.03467176,,0.03467176,<,0.04,0.012608719,<,0.02,,,,,,0.28,,,,,0.18,,,0.18,INDIANAHGSTREAMS2004_2006
3226,04095380,,12/7/2005,41.7228169,-86.904197,,,,,,,,,7.5,<,0.04,0.018732548,<,0.02,<,0.04,0.034968328,,0.034968328,,,,,,0.82,,,,,0.33,,,0.33,INDIANAHGSTREAMS2004_2006
3227,04183000,,8/29/2006,41.0850487,-85.0221904,,,,,,,,,7.6,,0.27,,,0.27,,0.05,,,0.05,,,,,,12.5,,,,,1,,,1,INDIANAHGSTREAMS2004_2006
3228,03369500,,8/25/2004,38.9764433,-85.61969,,,,,,,,,7.6,,0.11,,,0.11,,0.07,,,0.07,,,,,,2.8,,,,,1.11,,,1.11,INDIANAHGSTREAMS2004_2006
3229,03374000,,10/28/2004,38.5108822,-87.2894583,,,,,,,,,7.6,,0.2,,,0.2,,0.07,,,0.07,,,,,,12,,,,,2.58,,,2.58,INDIANAHGSTREAMS2004_2006
3230,03328500,,8/30/2004,40.7819846,-86.2638857,,,,,,,,,7.6,,0.27,,,0.27,,0.09,,,0.09,,,,,,14.7,,,,,3.99,,,3.99,INDIANAHGSTREAMS2004_2006
3231,03354000,,8/24/2004,39.4975477,-86.4005495,,,,,,,,,7.6,,0.29,,,0.29,,0.12,,,0.12,,,,,,9.1,,,,,0.64,,,0.64,INDIANAHGSTREAMS2004_2006
3232,04095380,,8/30/2006,41.7228169,-86.904197,,,,,,,,,7.6,,0.39,,,0.39,,0.23,,,0.23,,,,,,7.15,,,,,3.31,,,3.31,INDIANAHGSTREAMS2004_2006
3233,384156087310701,,3/1/2005,38.6814358,-87.5352993,,,,,,,,,7.6,,0.09,,,0.09,<,0.04,,<,0.04,,,,,,4.12,,,,,2,,,2,INDIANAHGSTREAMS2004_2006
3234,03276000,,9/16/2005,39.4339397,-85.0032932,,,,,,,,,7.6,<,0.04,0.02922312,,0.02922312,<,0.04,0.010181322,<,0.02,,,,,,0.32,,,,,0.22,,,0.22,INDIANAHGSTREAMS2004_2006
3235,03335000,,12/12/2005,40.4405911,-86.8291752,,,,,,,,,7.6,<,0.04,0.038448103,,0.038448103,<,0.04,0.01872685,<,0.02,,,,,,0.34,,,,,0.26,,,0.26,INDIANAHGSTREAMS2004_2006
3236,03331753,,8/31/2006,41.0497632,-86.5991758,,,,,,,,,7.7,,0.13,,,0.13,,0.04,,,0.04,,,,,,7.42,,,,,1.23,,,1.23,INDIANAHGSTREAMS2004_2006
3237,03342500,,3/1/2005,38.9742103,-87.4258528,,,,,,,,,7.7,,0.05,,,0.05,,0.05,,,0.05,,,,,,1.37,,,,,0.35,,,0.35,INDIANAHGSTREAMS2004_2006
3637,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",3/22/2004,45.5206722,-122.8995466,,,,,3.8,,9.61,,7.5,,,,,,,0.04,,,0.04,,0.0323,,0.0323,,,,,1.0194,,1.12,,,1.12,NAWQA_FL_WI_STREAMWATER_OR
3638,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",4/5/2004,45.5206722,-122.8995466,,,,,3.9,,7.18,,7.42,,,,,,,0.04,,,0.04,,0.0377,,0.0377,,,,,1.332,,1.05,,,1.05,NAWQA_FL_WI_STREAMWATER_OR
3639,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",4/26/2004,45.5206722,-122.8995466,,,,,4.1,,7.04,,7.22,,,,,,,0.05,,,0.05,,0.0192,,0.0192,,,,,0.8577,,1.07,,,1.07,NAWQA_FL_WI_STREAMWATER_OR
3640,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",6/3/2004,45.5206722,-122.8995466,,,,,4.6,,6.08,,7.23,,,,,,,0.06,,,0.06,,0.0176,,0.0176,,,,,0.9223,,0.9,,,0.9,NAWQA_FL_WI_STREAMWATER_OR
3641,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",6/21/2004,45.5206722,-122.8995466,,,,,5.7,,5.81,,7.25,,,,,,<,0.04,0.024054692,,0.024054692,,0.0099,,0.0099,,,,,1.0476,,,,,,NAWQA_FL_WI_STREAMWATER_OR
3642,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",7/13/2004,45.5206722,-122.8995466,,,,,4.6,,6.74,,7.32,,,,,,<,0.04,0.038898745,,0.038898745,<,0.0102,<,0.0102,,,,,0.487,,0.52,,,0.52,NAWQA_FL_WI_STREAMWATER_OR
3643,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",8/2/2004,45.5206722,-122.8995466,,,,,5.1,,6.316,,7.29,,,,,,,0.04,,,0.04,<,0.0101,<,0.0101,,,,,0.6419,,0.47,,,0.47,NAWQA_FL_WI_STREAMWATER_OR
3644,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",9/7/2004,45.5206722,-122.8995466,,,,,5.2,,7.432,,7.33,,,,,,,0.05,,,0.05,,0.0115,,0.0115,,,,,0.7065,,0.91,,,0.91,NAWQA_FL_WI_STREAMWATER_OR
3645,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",9/27/2004,45.5206722,-122.8995466,,,,,5,,7.44,,7.41,,,,,,<,0.04,0.008173421,<,0.02,<,0.0103,<,0.0103,,,,,0.7148,,0.7,,,0.7,NAWQA_FL_WI_STREAMWATER_OR
3646,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",12/7/2004,45.5206722,-122.8995466,,,,,,,,,7.37,,,,,,<,0.04,0.035958174,,0.035958174,,0.076,,0.076,,,,,2.0595,,1.32,,,1.32,NAWQA_FL_WI_STREAMWATER_OR
3647,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",2/7/2005,45.5206722,-122.8995466,,,,,,,,,7.38,,,,,,<,0.04,0.028535236,,0.028535236,,0.0507,,0.0507,,,,,2.0513,,1.36,,,1.36,NAWQA_FL_WI_STREAMWATER_OR
3648,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",4/11/2005,45.5206722,-122.8995466,,,,,,,,,7.12,,,,,,<,0.04,0.037669918,,0.037669918,,0.0528,,0.0528,,,,,5.1843,,1.91,,,1.91,NAWQA_FL_WI_STREAMWATER_OR
3649,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",6/20/2005,45.5206722,-122.8995466,,,,,,,,,7.2,,,,,,,0.05,,,0.05,,0.0195,,0.0195,,,,,7.1231,,2.46,,,2.46,NAWQA_FL_WI_STREAMWATER_OR
3650,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",10/24/2005,45.5206722,-122.8995466,,6.139,,,5.9,,9.258,,7.3,,,,,,<,0.04,0.034980483,,0.034980483,<,0.0105,<,0.0105,,,,,0.3391,,0.88,,,0.88,NAWQA_FL_WI_STREAMWATER_OR
3651,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",12/5/2005,45.5206722,-122.8995466,,4.834,,,4.2,,11.426,,7.43,,,,,,,0.05,,,0.05,,0.0211,,0.0211,,,,,1.6673,,1.78,,,1.78,NAWQA_FL_WI_STREAMWATER_OR
3652,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",2/21/2006,45.5206722,-122.8995466,,,,,,,11.341,,7.9,,,,,,<,0.04,0.020125662,,0.020125662,,0.0239,,0.0239,,,,,0.8859,,1.14,,,1.14,NAWQA_FL_WI_STREAMWATER_OR
3653,14206435,"BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR",4/3/2006,45.5206722,-122.8995466,,4.418,,,4,,8.07,,7.11,,,,,,<,0.04,0.038082508,,0.038082508,,0.0224,,0.0224,,,,,1.0699,,1.53,,,1.53,NAWQA_FL_WI_STREAMWATER_OR
3654,04066500,"PIKE RIVER AT AMBERG, WI",11/13/2002,45.4999654,-88.000115,,,,,9.9,,6.79,,7.7,,,,,,,0.14,,,0.14,,0.0154,,0.0154,,,,,0.3049,,1.94,,,1.94,NAWQA_FL_WI_STREAMWATER_OR
3655,04066500,"PIKE RIVER AT AMBERG, WI",12/4/2002,45.4999654,-88.000115,,,,,4.6,,9.38,,8.05,,,,,,<,0.04,0.039456628,,0.039456628,<,0.0082,<,0.0082,,,,,0.1579,,0.79,,,0.79,NAWQA_FL_WI_STREAMWATER_OR
3656,04066500,"PIKE RIVER AT AMBERG, WI",1/7/2003,45.4999654,-88.000115,,,,,2.7,,9.01,,8.2,,,,,,<,0.04,0.037259976,,0.037259976,,0.0101,,0.0101,,,,,0.289,,0.43,,,0.43,NAWQA_FL_WI_STREAMWATER_OR
3657,04066500,"PIKE RIVER AT AMBERG, WI",2/3/2003,45.4999654,-88.000115,,,,,2.2,,8.98,,7.95,,,,,,<,0.04,0.03874797,,0.03874797,<,0.0136,<,0.0136,,,,,0.7465,,0.44,,,0.44,NAWQA_FL_WI_STREAMWATER_OR
3658,04066500,"PIKE RIVER AT AMBERG, WI",3/10/2003,45.4999654,-88.000115,,,,,2.5,,9.24,,7.6,,,,,,<,0.04,0.031288733,,0.031288733,,0.0129,,0.0129,,,,,0.3462,,0.35,,,0.35,NAWQA_FL_WI_STREAMWATER_OR
3659,04066500,"PIKE RIVER AT AMBERG, WI",4/10/2003,45.4999654,-88.000115,,,,,6.1,,7.97,,8.1,,,,,,,0.05,,,0.05,,0.0333,,0.0333,,,,,0.9707,,1.39,,,1.39,NAWQA_FL_WI_STREAMWATER_OR
3660,04066500,"PIKE RIVER AT AMBERG, WI",5/8/2003,45.4999654,-88.000115,,,,,11.1,,6.83,,7.6,,,,,,,0.1,,,0.1,,0.0382,,0.0382,,,,,0.6591,,2.98,,,2.98,NAWQA_FL_WI_STREAMWATER_OR
3661,04066500,"PIKE RIVER AT AMBERG, WI",5/13/2003,45.4999654,-88.000115,,,,,14.8,,5.34,,7.4,,,,,,,0.15,,,0.15,<,0.0281,<,0.0281,,,,,1.1465,,4.4,,,4.4,NAWQA_FL_WI_STREAMWATER_OR
3662,04066500,"PIKE RIVER AT AMBERG, WI",6/5/2003,45.4999654,-88.000115,,,,,7.6,,7.34,,7.4,,,,,,,0.16,,,0.16,,0.0226,,0.0226,,,,,0.3154,,1.26,,,1.26,NAWQA_FL_WI_STREAMWATER_OR
3663,04066500,"PIKE RIVER AT AMBERG, WI",6/12/2003,45.4999654,-88.000115,,,,,17.5,,4.69,,7.5,,,,,,,0.26,,,0.26,,0.0787,,0.0787,,,,,1.6962,,4.57,,,4.57,NAWQA_FL_WI_STREAMWATER_OR
3664,04066500,"PIKE RIVER AT AMBERG, WI",7/2/2003,45.4999654,-88.000115,,,,,4.9,,8.06,,8.1,,,,,,,0.12,,,0.12,,0.0296,,0.0296,,,,,0.6214,,0.88,,,0.88,NAWQA_FL_WI_STREAMWATER_OR
3665,04066500,"PIKE RIVER AT AMBERG, WI",8/27/2003,45.4999654,-88.000115,,,,,4.4,,7.73,,7.8,,,,,,,0.1,,,0.1,,0.0144,,0.0144,,,,E,0.2106,,0.84,,,0.84,NAWQA_FL_WI_STREAMWATER_OR
3666,04066500,"PIKE RIVER AT AMBERG, WI",9/15/2003,45.4999654,-88.000115,,,,,6.7,,8.39,,8.1,,,,,,<,0.04,-0.008901538,<,0.02,,0.0559,,0.0559,,,,,1.2701,,1.29,,,1.29,NAWQA_FL_WI_STREAMWATER_OR
